pair_id,lexical_family,template_family_id,answer_orientation,label_record_role_orientation,record_block_order,context,relevant_question,irrelevant_question,operation,start,delta,relevant_answer,irrelevant_answer,direct_attribute,transformed_attribute,direct_record_key,transformed_record_key,output_instruction,arithmetic_answer_correct,direct_answer_correct,label_key_record_binding_clear,relevant_transformation_required,irrelevant_keyed_retrieval_valid,answer_copy_shortcut_absent,question_target_only_change,natural_grammar_and_unambiguous_direction,counterbalance_counterpart_equivalent,output_instruction_clear,reviewer_id,review_status,comments
calv211_temperature_05_ans1_role1_order0,temperature,v21_temp_capsule_account,B_to_relevant,1,direct_block_first,"The black capsule's temperature is tracked in account Hollow. Account Hollow records a current level of 39 degrees. The green capsule's temperature is tracked in account Sable. Account Sable records an earlier temperature of 54 degrees, after which the recorded temperature increased by 4 degrees.",What is the current temperature of the green capsule?,What is the current temperature of the black capsule?,add,54,4,58,39,black,green,Hollow,Sable,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_05_ans1_role1_order1,temperature,v21_temp_capsule_account,B_to_relevant,1,transformed_block_first,"The green capsule's temperature is tracked in account Sable. Account Sable records an earlier temperature of 54 degrees, after which the recorded temperature increased by 4 degrees. The black capsule's temperature is tracked in account Hollow. Account Hollow records a current level of 39 degrees.",What is the current temperature of the green capsule?,What is the current temperature of the black capsule?,add,54,4,58,39,black,green,Hollow,Sable,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_06_ans0_role0_order0,temperature,v21_temp_probe_folder,A_to_relevant,0,direct_block_first,The green probe's temperature is referenced by folder Drift. Folder Drift contains a current measurement of 38 degrees. The black probe's temperature is referenced by folder Linden. Folder Linden contains an initial measurement of 25 degrees and notes a gain of 8 degrees.,What temperature does the black probe measure now?,What temperature does the green probe measure now?,add,25,8,33,38,green,black,Drift,Linden,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_06_ans0_role0_order1,temperature,v21_temp_probe_folder,A_to_relevant,0,transformed_block_first,The black probe's temperature is referenced by folder Linden. Folder Linden contains an initial measurement of 25 degrees and notes a gain of 8 degrees. The green probe's temperature is referenced by folder Drift. Folder Drift contains a current measurement of 38 degrees.,What temperature does the black probe measure now?,What temperature does the green probe measure now?,add,25,8,33,38,green,black,Drift,Linden,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_06_ans0_role1_order0,temperature,v21_temp_probe_folder,A_to_relevant,1,direct_block_first,The black probe's temperature is referenced by folder Linden. Folder Linden contains a current measurement of 38 degrees. The green probe's temperature is referenced by folder Drift. Folder Drift contains an initial measurement of 25 degrees and notes a gain of 8 degrees.,What temperature does the green probe measure now?,What temperature does the black probe measure now?,add,25,8,33,38,black,green,Linden,Drift,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_06_ans0_role1_order1,temperature,v21_temp_probe_folder,A_to_relevant,1,transformed_block_first,The green probe's temperature is referenced by folder Drift. Folder Drift contains an initial measurement of 25 degrees and notes a gain of 8 degrees. The black probe's temperature is referenced by folder Linden. Folder Linden contains a current measurement of 38 degrees.,What temperature does the green probe measure now?,What temperature does the black probe measure now?,add,25,8,33,38,black,green,Linden,Drift,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_06_ans1_role0_order0,temperature,v21_temp_probe_folder,B_to_relevant,0,direct_block_first,The green probe's temperature is referenced by folder Drift. Folder Drift contains a current measurement of 33 degrees. The black probe's temperature is referenced by folder Linden. Folder Linden contains an initial measurement of 30 degrees and notes a gain of 8 degrees.,What temperature does the black probe measure now?,What temperature does the green probe measure now?,add,30,8,38,33,green,black,Drift,Linden,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_06_ans1_role0_order1,temperature,v21_temp_probe_folder,B_to_relevant,0,transformed_block_first,The black probe's temperature is referenced by folder Linden. Folder Linden contains an initial measurement of 30 degrees and notes a gain of 8 degrees. The green probe's temperature is referenced by folder Drift. Folder Drift contains a current measurement of 33 degrees.,What temperature does the black probe measure now?,What temperature does the green probe measure now?,add,30,8,38,33,green,black,Drift,Linden,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_06_ans1_role1_order0,temperature,v21_temp_probe_folder,B_to_relevant,1,direct_block_first,The black probe's temperature is referenced by folder Linden. Folder Linden contains a current measurement of 33 degrees. The green probe's temperature is referenced by folder Drift. Folder Drift contains an initial measurement of 30 degrees and notes a gain of 8 degrees.,What temperature does the green probe measure now?,What temperature does the black probe measure now?,add,30,8,38,33,black,green,Linden,Drift,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_06_ans1_role1_order1,temperature,v21_temp_probe_folder,B_to_relevant,1,transformed_block_first,The green probe's temperature is referenced by folder Drift. Folder Drift contains an initial measurement of 30 degrees and notes a gain of 8 degrees. The black probe's temperature is referenced by folder Linden. Folder Linden contains a current measurement of 33 degrees.,What temperature does the green probe measure now?,What temperature does the black probe measure now?,add,30,8,38,33,black,green,Linden,Drift,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_07_ans0_role0_order0,temperature,v21_temp_vessel_catalog,A_to_relevant,0,direct_block_first,The catalog maps the green vessel's temperature to listing Indigo. Listing Indigo gives the current measurement as 49 degrees. The catalog maps the black vessel's temperature to listing Umber. Listing Umber gives a prior measurement of 27 degrees and says it rose by 4 degrees.,What is the current temperature of the black vessel?,What is the current temperature of the green vessel?,add,27,4,31,49,green,black,Indigo,Umber,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_07_ans0_role0_order1,temperature,v21_temp_vessel_catalog,A_to_relevant,0,transformed_block_first,The catalog maps the black vessel's temperature to listing Umber. Listing Umber gives a prior measurement of 27 degrees and says it rose by 4 degrees. The catalog maps the green vessel's temperature to listing Indigo. Listing Indigo gives the current measurement as 49 degrees.,What is the current temperature of the black vessel?,What is the current temperature of the green vessel?,add,27,4,31,49,green,black,Indigo,Umber,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_07_ans0_role1_order0,temperature,v21_temp_vessel_catalog,A_to_relevant,1,direct_block_first,The catalog maps the black vessel's temperature to listing Umber. Listing Umber gives the current measurement as 49 degrees. The catalog maps the green vessel's temperature to listing Indigo. Listing Indigo gives a prior measurement of 27 degrees and says it rose by 4 degrees.,What is the current temperature of the green vessel?,What is the current temperature of the black vessel?,add,27,4,31,49,black,green,Umber,Indigo,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_07_ans0_role1_order1,temperature,v21_temp_vessel_catalog,A_to_relevant,1,transformed_block_first,The catalog maps the green vessel's temperature to listing Indigo. Listing Indigo gives a prior measurement of 27 degrees and says it rose by 4 degrees. The catalog maps the black vessel's temperature to listing Umber. Listing Umber gives the current measurement as 49 degrees.,What is the current temperature of the green vessel?,What is the current temperature of the black vessel?,add,27,4,31,49,black,green,Umber,Indigo,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_07_ans1_role0_order0,temperature,v21_temp_vessel_catalog,B_to_relevant,0,direct_block_first,The catalog maps the green vessel's temperature to listing Indigo. Listing Indigo gives the current measurement as 31 degrees. The catalog maps the black vessel's temperature to listing Umber. Listing Umber gives a prior measurement of 45 degrees and says it rose by 4 degrees.,What is the current temperature of the black vessel?,What is the current temperature of the green vessel?,add,45,4,49,31,green,black,Indigo,Umber,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_07_ans1_role0_order1,temperature,v21_temp_vessel_catalog,B_to_relevant,0,transformed_block_first,The catalog maps the black vessel's temperature to listing Umber. Listing Umber gives a prior measurement of 45 degrees and says it rose by 4 degrees. The catalog maps the green vessel's temperature to listing Indigo. Listing Indigo gives the current measurement as 31 degrees.,What is the current temperature of the black vessel?,What is the current temperature of the green vessel?,add,45,4,49,31,green,black,Indigo,Umber,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_07_ans1_role1_order0,temperature,v21_temp_vessel_catalog,B_to_relevant,1,direct_block_first,The catalog maps the black vessel's temperature to listing Umber. Listing Umber gives the current measurement as 31 degrees. The catalog maps the green vessel's temperature to listing Indigo. Listing Indigo gives a prior measurement of 45 degrees and says it rose by 4 degrees.,What is the current temperature of the green vessel?,What is the current temperature of the black vessel?,add,45,4,49,31,black,green,Umber,Indigo,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
calv211_temperature_07_ans1_role1_order1,temperature,v21_temp_vessel_catalog,B_to_relevant,1,transformed_block_first,The catalog maps the green vessel's temperature to listing Indigo. Listing Indigo gives a prior measurement of 45 degrees and says it rose by 4 degrees. The catalog maps the black vessel's temperature to listing Umber. Listing Umber gives the current measurement as 31 degrees.,What is the current temperature of the green vessel?,What is the current temperature of the black vessel?,add,45,4,49,31,black,green,Umber,Indigo,Answer with one Arabic numeral only.,,,,,,,,,,,,PENDING,
